Class;Order;Family;Species;Trade type;Source
Bird;Pelecaniformes;Ardeidae;Nyctanassa violacea;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Nycticorax caledonicus;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Nycticorax nycticorax;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Pilherodius pileatus;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Tigriornis leucolopha;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Tigrisoma fasciatum;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Tigrisoma lineatum;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Tigrisoma mexicanum;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Zebrilus undulatus;Prod;IUCN
Bird;Pelecaniformes;Balaenicipitidae;Balaeniceps rex;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus conspicillatus;Pet;IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus crispus;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus erythrorhynchos;Pet, Prod;IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus occidentalis;Pet, Prod;IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus onocrotalus;Pet, Prod;IUCN
Bird;Pelecaniformes;Pelecanidae;Pelecanus rufescens;Pet;IUCN
Bird;Pelecaniformes;Scopidae;Scopus umbretta;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Bostrychia bocagei;Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Bostrychia hagedash;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Bostrychia olivacea;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Bostrychia rara;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Eudocimus albus;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Eudocimus ruber;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Geronticus calvus;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Geronticus eremita;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Lophotibis cristata;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Mesembrinibis cayennensis;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Nipponia nippon;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea ajaja;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea alba;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea flavipes;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea leucorodia;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea minor;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Platalea regia;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Plegadis chihi;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Plegadis falcinellus;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Plegadis ridgwayi;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Pseudibis davisoni;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Pseudibis papillosa;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Thaumatibis gigantea;Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Theristicus caudatus;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Threskiornis aethiopicus;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Threskiornithidae;Threskiornis bernieri;Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Threskiornis melanocephalus;Pet, Prod;IUCN
Bird;Pelecaniformes;Threskiornithidae;Threskiornis moluccus;Pet;IUCN
Bird;Pelecaniformes;Threskiornithidae;Threskiornis spinicollis;Pet;IUCN
Bird;Phaethontiformes;Phaethontidae;Phaethon aethereus;Pet, Prod;IUCN
Bird;Phaethontiformes;Phaethontidae;Phaethon lepturus;Pet;IUCN
Bird;Phaethontiformes;Phaethontidae;Phaethon rubricauda;Pet, Prod;IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoeniconaias minor;Pet, Prod;CITES, IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoenicoparrus andinus;Pet, Prod;CITES, IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoenicoparrus jamesi;Pet, Prod;CITES, IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus chilensis;Pet, Prod;CITES, IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus roseus;Pet, Prod;IUCN
Bird;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus ruber;Pet, Prod;CITES, IUCN
Bird;Piciformes;Capitonidae;Capito aurovirens;Pet;IUCN
Bird;Piciformes;Capitonidae;Capito niger;Pet;IUCN
Bird;Piciformes;Capitonidae;Capito quinticolor;Pet;IUCN
Bird;Piciformes;Capitonidae;Capito squamatus;Pet;IUCN
Bird;Piciformes;Capitonidae;Capito wallacei;Pet, Prod;IUCN
Bird;Piciformes;Capitonidae;Eubucco aurantiicollis;Pet;IUCN
Bird;Piciformes;Capitonidae;Eubucco bourcierii;Pet;IUCN
Bird;Piciformes;Capitonidae;Eubucco richardsoni;Pet;IUCN
Bird;Piciformes;Galbulidae;Galbula ruficauda;Prod;IUCN
Bird;Piciformes;Indicatoridae;Indicator xanthonotus;Pet;IUCN
Bird;Piciformes;Lybiidae;Gymnobucco calvus;Pet;IUCN
Bird;Piciformes;Lybiidae;Gymnobucco vernayi;Pet;IUCN
Bird;Piciformes;Lybiidae;Lybius guifsobalito;Pet;IUCN
Bird;Piciformes;Lybiidae;Lybius leucocephalus;Pet;IUCN
Bird;Piciformes;Lybiidae;Lybius senex;Pet;IUCN
Bird;Piciformes;Lybiidae;Lybius torquatus;Pet;IUCN
Bird;Piciformes;Lybiidae;Lybius vieilloti;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogoniulus bilineatus;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogoniulus leucomystax;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogoniulus scolopaceus;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogonornis bidentatus;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogonornis dubius;Pet;IUCN
Bird;Piciformes;Lybiidae;Pogonornis melanopterus;Pet;IUCN
Bird;Piciformes;Lybiidae;Stactolaema leucogrammica;Pet;IUCN
Bird;Piciformes;Lybiidae;Stactolaema leucotis;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachylaemus goffinii;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachylaemus purpuratus;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachylaemus togoensis;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachyphonus darnaudii;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachyphonus emini;Pet;IUCN
Bird;Piciformes;Lybiidae;Trachyphonus erythrocephalus;Pet, Prod;IUCN
Bird;Piciformes;Lybiidae;Trachyphonus vaillantii;Pet;IUCN
Bird;Piciformes;Lybiidae;Tricholaema lacrymosa;Pet;IUCN
Bird;Piciformes;Lybiidae;Tricholaema leucomelas;Pet;IUCN
Bird;Piciformes;Megalaimidae;Caloramphus fuliginosus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Caloramphus hayii;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon annamensis;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon armillaris;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon asiaticus;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon auricularis;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon australis;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon chersonesus;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon chrysopogon;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon corvinus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon cyanotis;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon duvaucelii;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon faiostrictus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon franklinii;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon haemacephalus;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon henricii;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon incognitus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon javensis;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon lagrandieri;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon lineatus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon mystacophanos;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon oorti;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon pyrolophus;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon rafflesii;Pet;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon virens;Pet, Prod;IUCN
Bird;Piciformes;Megalaimidae;Psilopogon zeylanicus;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Campephilus imperialis;Prod;IUCN
Bird;Piciformes;Picidae;Campephilus rubricollis;Pet;IUCN
Bird;Piciformes;Picidae;Campethera maculosa;Pet;IUCN
Bird;Piciformes;Picidae;Campethera nivosa;Pet;IUCN
Bird;Piciformes;Picidae;Campethera punctuligera;Pet;IUCN
Bird;Piciformes;Picidae;Celeus flavescens;Pet;IUCN
Bird;Piciformes;Picidae;Celeus ochraceus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes erythrocephalus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes guttacristatus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes haematribon;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes lucidus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes stricklandi;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes strictus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysocolaptes xanthocephalus;Pet;IUCN
Bird;Piciformes;Picidae;Chrysophlegma flavinucha;Pet;IUCN
Bird;Piciformes;Picidae;Chrysophlegma humii;Pet;IUCN
Bird;Piciformes;Picidae;Chrysophlegma mentale;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes auratus;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes auricularis;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes cafer;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes campestris;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes campestroides;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes melanochloros;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes melanolaimus;Pet;IUCN
Bird;Piciformes;Picidae;Colaptes mexicanoides;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos analis;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos atratus;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos hyperythrus;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos leucotos;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos macei;Pet;IUCN
Bird;Piciformes;Picidae;Dendrocopos major;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Dendrocopos owstoni;Pet;IUCN
Bird;Piciformes;Picidae;Dendropicos pyrrhogaster;Pet;IUCN
Bird;Piciformes;Picidae;Dinopium benghalense;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Dinopium everetti;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Dinopium javanense;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Dinopium psarodes;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Dinopium rafflesii;Pet;IUCN
Bird;Piciformes;Picidae;Dryobates pubescens;Pet;IUCN
Bird;Piciformes;Picidae;Dryocopus javensis;Pet, Prod;CITES, IUCN
Bird;Piciformes;Picidae;Dryocopus martius;Pet;IUCN
Bird;Piciformes;Picidae;Hylatomus fuscipennis;Pet;IUCN
Bird;Piciformes;Picidae;Hylatomus lineatus;Pet;IUCN
Bird;Piciformes;Picidae;Hylatomus pileatus;Pet;IUCN
Bird;Piciformes;Picidae;Jynx torquilla;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Leiopicus mahrattensis;Pet;IUCN
Bird;Piciformes;Picidae;Leiopicus medius;Pet;IUCN
Bird;Piciformes;Picidae;Leuconotopicus borealis;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes aurifrons;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes cactorum;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes candidus;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes carolinus;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes chrysogenys;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes flavifrons;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes formicivorus;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Melanerpes pucherani;Pet;IUCN
Bird;Piciformes;Picidae;Melanerpes uropygialis;Pet;IUCN
Bird;Piciformes;Picidae;Mulleripicus fulvus;Pet;IUCN
Bird;Piciformes;Picidae;Mulleripicus pulverulentus;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Picumnus innominatus;Pet;IUCN
Bird;Piciformes;Picidae;Picus awokera;Pet;IUCN
Bird;Piciformes;Picidae;Picus canus;Pet;IUCN
Bird;Piciformes;Picidae;Picus chlorolophus;Pet;IUCN
Bird;Piciformes;Picidae;Picus dedemi;Pet;IUCN
Bird;Piciformes;Picidae;Picus erythropygius;Pet;IUCN
Bird;Piciformes;Picidae;Picus guerini;Pet;IUCN
Bird;Piciformes;Picidae;Picus puniceus;Pet;IUCN
Bird;Piciformes;Picidae;Picus sharpei;Pet, Prod;IUCN
Bird;Piciformes;Picidae;Picus squamatus;Pet;IUCN
Bird;Piciformes;Picidae;Picus viridis;Pet;IUCN
Bird;Piciformes;Picidae;Picus vittatus;Pet;IUCN
Bird;Piciformes;Picidae;Sphyrapicus varius;Pet;IUCN
Bird;Piciformes;Ramphastidae;Andigena hypoglauca;Pet;IUCN
Bird;Piciformes;Ramphastidae;Andigena laminirostris;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus albivitta;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus atrogularis;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus caeruleogularis;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus calorhynchus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus cyanolaemus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus haematopygus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus prasinus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus sulcatus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Aulacorhynchus wagleri;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus aracari;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus azara;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus bailloni;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus bitorquatus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus castanotis;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus erythropygius;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus humboldti;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus inscriptus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus pluricinctus;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus sanguineus;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus sturmii;Pet;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus torquatus;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Pteroglossus viridis;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Ramphastos ambiguus;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Ramphastos ariel;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Ramphastos brevis;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Ramphastos culminatus;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Ramphastos cuvieri;Pet, Prod;IUCN
Bird;Piciformes;Ramphastidae;Ramphastos dicolorus;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Ramphastos sulfuratus;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Ramphastos toco;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Ramphastos tucanus;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Ramphastos vitellinus;Pet, Prod;CITES, IUCN
Bird;Piciformes;Ramphastidae;Selenidera gouldii;Pet;IUCN
Bird;Piciformes;Ramphastidae;Selenidera maculirostris;Pet;CITES, IUCN
Bird;Piciformes;Ramphastidae;Selenidera piperivora;Pet;IUCN
Bird;Piciformes;Semnornithidae;Semnornis ramphastinus;Pet;IUCN
Bird;Podicipediformes;Podicipedidae;Podiceps cristatus;Pet, Prod;IUCN
Bird;Podicipediformes;Podicipedidae;Podiceps nigricollis;Pet, Prod;IUCN
Bird;Podicipediformes;Podicipedidae;Podilymbus podiceps;Pet, Prod;IUCN
Bird;Podicipediformes;Podicipedidae;Rollandia microptera;Prod;IUCN
Bird;Podicipediformes;Podicipedidae;Tachybaptus dominicus;Prod;IUCN
Bird;Podicipediformes;Podicipedidae;Tachybaptus novaehollandiae;Pet;IUCN
Bird;Podicipediformes;Podicipedidae;Tachybaptus ruficollis;Pet, Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Diomedea epomophora;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Diomedea exulans;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Phoebastria albatrus;Prod;CITES, IUCN
Bird;Procellariiformes;Diomedeidae;Phoebastria immutabilis;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Phoebastria irrorata;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Phoebastria nigripes;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Phoebetria fusca;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Phoebetria palpebrata;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Thalassarche cauta;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Thalassarche chlororhynchos;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Thalassarche chrysostoma;Prod;IUCN
Bird;Procellariiformes;Diomedeidae;Thalassarche eremita;Prod;IUCN
Bird;Procellariiformes;Hydrobatidae;Hydrobates castro;Prod;IUCN
Bird;Procellariiformes;Hydrobatidae;Hydrobates hornbyi;Prod;IUCN
Bird;Procellariiformes;Hydrobatidae;Hydrobates monteiroi;Prod;IUCN
Bird;Procellariiformes;Hydrobatidae;Hydrobates pelagicus;Prod;IUCN
Bird;Procellariiformes;Oceanitidae;Nesofregetta fuliginosa;Prod;IUCN
Bird;Procellariiformes;Oceanitidae;Pelagodroma marina;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna bulleri;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna carneipes;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna creatopus;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna gravis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna grisea;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna pacifica;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Ardenna tenuirostris;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Bulweria bulwerii;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Bulweria fallax;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Calonectris borealis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Calonectris diomedea;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Calonectris edwardsii;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Calonectris leucomelas;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Fulmarus glacialis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Macronectes giganteus;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pelecanoides garnotii;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pelecanoides georgicus;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Procellaria aequinoctialis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Procellaria cinerea;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Procellaria parkinsoni;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pseudobulweria aterrima;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pseudobulweria rostrata;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma alba;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma axillaris;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma baraui;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma brevipes;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma cahow;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma caribbaea;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma deserta;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma feae;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma gouldi;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma hasitata;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma heraldica;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma incerta;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma inexpectata;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma macroptera;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma madeira;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma magentae;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma mollis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma neglecta;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma phaeopygia;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Pterodroma solandri;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus assimilis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus bailloni;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus elegans;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus gavia;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus lherminieri;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus nativitatis;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus puffinus;Prod;IUCN
Bird;Procellariiformes;Procellariidae;Puffinus yelkouan;Prod;IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua alba;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua ducorpsii;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua galerita;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua goffiniana;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua haematuropygia;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua leadbeateri;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua moluccensis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua ophthalmica;Pet;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua pastinator;Pet;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua sanguinea;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua sulphurea;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Cacatua tenuirostris;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Callocephalon fimbriatum;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Calyptorhynchus banksii;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Calyptorhynchus lathami;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Eolophus roseicapilla;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Nymphicus hollandicus;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Probosciger aterrimus;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Zanda baudinii;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Zanda funerea;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Cacatuidae;Zanda latirostris;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis canus;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis fischeri;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis lilianae;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis nigrigenis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis personatus;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis pullarius;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis roseicollis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis swindernianus;Pet;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Agapornis taranta;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Alipiopsitta xanthops;Pet;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Alisterus amboinensis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Alisterus chloropterus;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Alisterus scapularis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona aestiva;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona agilis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona albifrons;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona amazonica;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona arausiaca;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona auropalliata;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona autumnalis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona barbadensis;Pet, Prod;CITES, IUCN
Bird;Psittaciformes;Psittacidae;Amazona bodini;Pet, Prod;IUCN
Bird;Psittaciformes;Psittacidae;Amazona brasiliensis;Pet, Prod;CITES, IUCN
